file,offset,token,prev_small_u32
SE07.ato,6394,SM001071,13 0 28 16 11
SE07.ato,6422,SM005071,11 0 28 16 12
SE07.ato,6910,SM001073,0 25 4 0 0 28 16 14
SE07.ato,6938,SM005073,14 0 28 16 15
SE07.ato,6966,SB015073,15 0 28 16 16
SE07.ato,7126,SM001075,0 0 0 3 0 28 16 9
SE07.ato,7154,SM005075,9 0 28 16 10
SE07.ato,7274,SM005098,0 0 0 4 0 28 16 22
SE07.ato,7302,SM002098,22 0 28 16 23
SE07.ato,7458,SM005099,0 0 0 5 0 28 16 18
SE07.ato,7486,SM002099,18 0 28 16 17
SE07.ato,7606,101,0 50 0 50 25 4 0
SE07.ato,7698,SM002101,0 0 0 22 0 28 16 19
SE07.ato,7726,SM005101,19 0 28 16 20
SE07.ato,7754,SB001101,20 0 28 16 21
SE07.ato,8210,106,100 0 0 0 10 0
SE07.ato,8354,SM002106,0 65 0 0 0 28 16 26
SE07.ato,8382,SM005106,26 0 28 16 27
SE07.ato,8410,SB001106,27 0 28 16 28
SE07.ato,8518,STEP03,3921 25 4 1 3954 24 32 0
SE07.ato,8674,SLASH001,7135 25 4 0 9472 24 32 0
SE07.ato,8702,326,0 0 0 0 0 0
SE07.ato,8794,SM005326,0 0 0 7 0 28 16 30
SE07.ato,8822,SM00326,30 0 28 16 29
SE07.ato,8854,333,32 37 44 1 0
SE07.ato,8870,333,37 44 1 0 20 0 1
SE07.ato,8874,333,44 1 0 20 0 1
SE07.ato,8926,333,25 4 0 1380 37 44 0 0
SE07.ato,8942,333,37 44 0 0 20 0 1
SE07.ato,8994,327,1381 25 4 1 1407 25 4 0
SE07.ato,9086,SM005327,0 0 0 13 0 28 16 32
SE07.ato,9114,SM003327,32 0 28 16 31
SE07.ato,9342,328,25 4 1 25 4 0
SE07.ato,9434,114,0 0 0 1 0 25 4 0
SE07.ato,9542,SM005114,0 25 4 1 0 28 16 25
SE07.ato,9570,SM002114,25 0 28 16 33
SE07.ato,9654,SM005071,170 500 1 0 10 0
SE07.ato,9670,SM005075,0 10 0 2
SE07.ato,10902,SM005071,0 0 0 0 0 0 0
SE07.ato,12342,SM001008,0 6703 21 16 0 0 0 0
SE07.ato,12358,SM001075,0 0 0 0 1
SE07.ato,13286,SB015071,0 0 0 0 0 0 0
SE07.ato,13302,SB015071,0 0 0 0 1
SE07.ato,15930,SM001071,0 7240 21 16 0 0 0 0
SE07.ato,15946,SM001071,0 0 0 0 1
SE07.ato,16449,ApQ,768 0 0 0 5632
SE07.ato,16537,ApQ,2304 0 0 0 5632
SE07.ato,16625,ApQ,0 0 0 5632
SE07.ato,16713,ApQ,768 0 0 0 5632
SE07.ato,16801,ApQ,0 0 0 5632
SE07.ato,16889,ApQ,0 0 0 0 5632
SE07.ato,16977,ApQ,768 0 0 0 5632
SE07.ato,17065,ApQ,0 0 0 0 5632
SE07.ato,17153,ApQ,2560 0 0 0 5632
SE07.ato,17241,ApQ,0 0 0 0 5632
SE07.ato,17329,ApQ,0 0 0 5632
SE07.ato,17417,ApQ,0 0 0 0 5632
SE07.ato,17505,ApQ,0 0 0 5632
SE07.ato,17593,ApQ,0 0 0 0 5632
SE07.ato,17681,ApQ,1024 0 0 0 5632
SE07.ato,17769,ApQ,2304 0 0 0 5632
SE07.ato,17857,ApQ,0 0 0 0 5632
SE07.ato,17945,ApQ,2304 0 0 0 5632
SE07.ato,18033,ApQ,0 0 0 5632
SE07.ato,18121,ApQ,0 0 0 0 5632
SE07.ato,18209,ApQ,1280 0 0 0 5632
SE07.ato,18297,ApQ,0 0 0 0 5632
SE07.ato,18722,SB015073,0 7214 21 16 0 0 0 0
SE07.ato,18738,SB015073,0 0 0 0 1
SE07.ato,18902,SM005073,0 0 0 0 0 0 0 0
SE07.ato,18918,SM005073,0 0 0 0 1
SE07.ato,18950,133A,600 52 0
SE07.ato,19513,B933,0 0 0 5632
SE07.ato,19554,SM001073,0 0 0 0 0 0 0
SE07.ato,19570,SM001073,0 0 0 0 1
SE07.ato,19882,SM002099,0 0 0 0 0 0 0
SE07.ato,19898,SM002099,0 0 0 0 1
SE07.ato,19922,-2v,1 800 52 0
SE07.ato,19943,TGC,0
SE07.ato,20298,SM005099,0 0 0 0 0 0 0
SE07.ato,20314,SM005099,0 0 0 0 1
SE07.ato,20654,SM002101,0 816 21 16 0 0 0 0
SE07.ato,20670,SM002101,0 0 0 0 1
SE07.ato,22858,SM005101,0 2177 21 16 0 0 0 0
SE07.ato,22874,SM005101,0 0 0 0 1
SE07.ato,23214,SB001101,0 0 0 0 0 0 0 0
SE07.ato,23230,SB001101,0 0 0 0 1
SE07.ato,24042,SM005096,0 1488 21 16 0 0 0 0
SE07.ato,24058,SM005098,0 0 0 0 1
SE07.ato,24486,SM002090,0 1141 21 16 72 0 1 0
SE07.ato,24502,SM002098,72 0 1 0 1
SE07.ato,25226,SM005114,0 0 0 0 0 0 0 0
SE07.ato,25242,SM005114,0 0 0 0 1
SE07.ato,25406,SM001114,0 0 0 0 0 0 0 0
SE07.ato,25422,SM001114,0 0 0 0 1
SE07.ato,25674,SM002106,0 0 0 0 0 0 0 0
SE07.ato,25690,SM002106,0 0 0 0 1
SE07.ato,25735,uxC,0 0
SE07.ato,28290,SM005106,0 0 0 0 0 0 0
SE07.ato,28306,SM005106,0 0 0 0 1
SE07.ato,32078,SB001106,0 0 0 0 0 0 0
SE07.ato,32094,SB001106,0 0 0 0 1
SE07.ato,34606,SM003326,0 0 0 0 0 0 0
SE07.ato,34622,SM00326,0 0 0 0 1
SE07.ato,35562,SM005326,0 0 0 0 0 0 0 0
SE07.ato,35578,SM005326,0 0 0 0 1
SE07.ato,36354,SM005327,0 2709 21 16 0 0 0 0
SE07.ato,36370,SM005327,0 0 0 0 1
SE07.ato,36403,BpA,0
SE07.ato,36799,0cC,0 0
SE07.ato,37055,0cC,0 0
SE07.ato,37304,ZBV,0 0 0 0
SE07.ato,37394,SM003327,0 0 0 0 0 0 0 0
SE07.ato,37410,SM003327,0 0 0 0 1
SE07.ato,39722,SM002114,0 0 0 0 0 0 0 0
SE07.ato,39738,SM002114,0 0 0 0 1
SE08.ato,124,LOCATE,41 24 0 0 0 65 0 0
SE08.ato,317,LOCATE,100 0 0 0 50 0
SE08.ato,510,LOCATE,41 24 0 0 0 66 0 0
SE08.ato,651,LOCATE,41 24 0 0 0 66 0 0
SE08.ato,844,LOCATE,10 0 1 0 50 0
SE08.ato,1037,LOCATE,10 0 1 0 53 0
SE08.ato,1202,SM001008,0 0 0 27 12 0 0 0
SE08.ato,1371,SM001008,0 0 0 27 12 0 0 0
SE08.ato,1540,SM005084,0 0 0 27 12 0 0 0
SE08.ato,1709,SM005071,0 0 0 27 12 0 0 0
SE08.ato,1878,SM005071,0 0 0 27 12 0 0 0
SE08.ato,2047,SM005071,0 0 0 27 12 0 0 0
SE08.ato,2216,SM002090,0 0 0 27 12 0 0 0
SE08.ato,2277,TaXC,2 0 0 0 0
SE08.ato,2337,TaXC,0 22 48 0 0
SE08.ato,2385,SM002090,0 0 0 27 12 0 0 0
SE08.ato,2594,SM002090,0 0 0 0 0 0 0 0
SE08.ato,2803,SM005071,0 0 0 0 0 0 0 0
SE08.ato,2972,SM002093,0 0 0 27 12 0 0 0
SE08.ato,3141,SM005093,0 0 0 27 12 0 0 0
SE08.ato,3214,play,0 0 0 0 0 0 0 7
SE08.ato,3338,SM001084,0 25 4 0 0 28 16 6
SE08.ato,3402,SM005084,0 65 0 0 0 28 16 8
SE08.ato,3522,SM001085,0 25 4 1 0 28 16 7
SE08.ato,3586,SM005085,0 66 0 0 0 28 16 9
SE08.ato,3778,SM005093,0 25 4 0 0 28 16 17
SE08.ato,3806,SM002093,17 0 28 16 16
SE08.ato,4114,SM002094,0 25 4 0 0 28 16 14
SE08.ato,4142,SM005094,14 0 28 16 15
SE08.ato,4298,SM005090,0 25 4 1 0 28 16 10
SE08.ato,4418,SM002090,0 50 0 0 28 16 12
SE08.ato,4586,SM005092,0 25 4 0 0 28 16 11
SE08.ato,4650,SM002092,0 65 0 0 0 28 16 13
SE08.ato,4718,SM001008,10 0 1 0 53 0
SE08.ato,4734,SM001084,53 0 2
SE08.ato,6014,SM001085,0 0 0 0 0 0 0
SE08.ato,6046,8gg6,3969 52 0
SE08.ato,7938,SM005084,0 0 0 0 0 0 0
SE08.ato,7954,SM005084,0 0 0 0 1
SE08.ato,8734,SM005071,0 0 0 0 0 0 0
SE08.ato,8750,SM005085,0 0 0 0 4
SE08.ato,10058,SM005090,0 0 0 0 0 0 0
SE08.ato,10723,BoC,0 0 0 0 0
SE08.ato,10793,A0BYB,768 0 0 0 5632
SE08.ato,10811,BoC,0
SE08.ato,10881,A0BYB,0 0 0 0 5632
SE08.ato,10926,SM005092,0 0 0 0 0 0 0
SE08.ato,11354,SM005094,0 0 0 0 0 0 0
SE08.ato,12150,SM002090,0 0 0 0 0 0 0 0
SE08.ato,12166,SM002090,0 0 0 0 3
SE08.ato,12858,SM002092,0 0 0 0 0 0 0
SE08.ato,12902,TaXC,52 0 0 0
SE08.ato,13550,SM002094,0 0 0 0 0 0 0 0
SE08.ato,14554,SM005093,0 0 0 0 0 0 0 0
SE08.ato,14570,SM005093,0 0 0 0 1
SE08.ato,15438,SM002093,0 0 0 0 0 0 0 0
SE08.ato,15454,SM002093,0 0 0 0 1
SE10.ato,27,A933,3 7 0 23 0
SE10.ato,124,LOCATE,41 24 0 0 0 0 0 0
SE10.ato,289,SM001080,0 0 0 27 12 0 0 0
SE10.ato,498,SM005080,0 0 0 0 0 0 0 0
SE10.ato,571,play,0 0 0 0 0 0 0 3
SE10.ato,679,SM005080,0 0 0 16 0 28 16 2
SE10.ato,707,SM001080,2 0 28 16 1
SE10.ato,943,SM005080,7729 25 4 1 7810 25 4 0
SE10.ato,959,SM005080,7810 25 4 0 1
SE10.ato,984,cuA,0 0
SE10.ato,5919,SM001080,0 0 0 0 0 0 0 0
SE10.ato,5935,SM001080,0 0 0 0 1
SE10.ato,7258,BAD,768 0 0 0 5632
SE10.ato,7374,BAD,2304 0 0 0 5632
SE10.ato,7434,BAD,0 0 0 0 5632
SE10.ato,7522,BAD,0 0 0 0 5632
SE10.ato,7610,BAD,0 0 0 0 5632
SE10.ato,7698,BAD,0 0 0 5632
SE10.ato,7786,BAD,0 0 0 0 5632
SE10.ato,7846,BAD,0 0 0 0 5632
SE11.ato,92,LOCATE,0 0 0 0 0 25 4 0
SE11.ato,257,SM005009,0 0 0 27 12 0 0 0
SE11.ato,426,SM001000,0 0 0 27 12 0 0 0
SE11.ato,595,SM001000,0 0 0 27 12 0 0 0
SE11.ato,760,SM005009,0 0 0 27 12 0 0 0
SE11.ato,1001,SLASH004,0 1 54 4 0 24 32 0
SE11.ato,1029,LOCATE,0 0 0 0 0 0
SE11.ato,1262,SM001089,0 5 20 0 0 0 0 0
SE11.ato,1447,SE08WELL,0 0 0 0 0 0 0 0
SE11.ato,1508,Xx6C,2 0 0 0 0 0
SE11.ato,1528,tIH,0 0 0 4 22 48
SE11.ato,1544,Xx6C,4 22 48 0 0 0
SE11.ato,1656,SM005089,1 0 0 0 0 0 0 0
SE11.ato,1893,SM002089,0 5 20 0 0 0 0
SE11.ato,2034,CAMERA,0 0 0 0 0 0 0
SE11.ato,2107,play,0 0 0 0 0 0 0 8
SE11.ato,2231,SM005086,0 25 4 0 0 28 16 1
SE11.ato,2259,SM001086,1 0 28 16 2
SE11.ato,2379,SM001087,0 25 4 0 0 28 16 3
SE11.ato,2407,SM005087,3 0 28 16 4
SE11.ato,2511,SM001089,0 0 0 68 0 28 16 6
SE11.ato,2555,SE08WELL,0 25 4 0 0 28 16 7
SE11.ato,2583,SM005089,7 0 28 16 8
SE11.ato,2611,SM002089,8 0 28 16 9
SE11.ato,2747,CAM089,0 54 4 0 0 28 16 10
SE11.ato,2863,SLASH007,880 25 4 0 907 24 32 0
SE11.ato,2907,SLASH030,0 0 0 0 935 24 32 0
SE11.ato,2951,SLASH030,0 0 0 0 951 24 32 0
SE11.ato,2995,BURN01,0 0 0 0 961 24 32 0
SE11.ato,3039,VOCAL02,0 0 0 0 982 24 32 0
SE11.ato,3083,SLASH001,0 0 0 0 993 24 32 0
SE11.ato,3127,BURN01,0 0 0 0 1026 24 32 0
SE11.ato,3171,BURN01,0 0 0 0 1051 24 32 0
SE11.ato,3215,SLASH034,0 0 0 0 1081 24 32 0
SE11.ato,3259,BURN01,0 0 0 0 1097 24 32 0
SE11.ato,3303,VOCAL03,0 0 0 0 1119 24 32 0
SE11.ato,3347,BURN01,0 0 0 0 1121 24 32 0
SE11.ato,3391,SLASH001,0 0 0 0 1155 24 32 0
SE11.ato,3435,BURN01,0 0 0 0 1174 24 32 0
SE11.ato,3479,FX22,0 0 0 0 1213 24 32 0
SE11.ato,3484,034,0 0 0
SE11.ato,3523,SLASH034,0 0 0 0 1253 24 32 0
SE11.ato,3567,SLASH007,0 0 0 0 1266 24 32 0
SE11.ato,3611,STEP02,0 0 0 0 1272 24 32 0
SE11.ato,3655,SLASH001,0 0 0 0 1300 24 32 0
SE11.ato,3699,VOCAL09,0 0 0 0 1332 24 32 0
SE11.ato,3743,BURN01,0 0 0 0 1333 24 32 0
SE11.ato,3787,FX26,0 0 0 0 1368 24 32 0
SE11.ato,3831,SLASH007,0 0 0 0 1388 24 32 0
SE11.ato,3875,SLASH007,0 0 0 0 1399 24 32 0
SE11.ato,3919,SLASH007,0 0 0 0 1416 24 32 0
SE11.ato,3963,BURN01,0 0 0 0 1428 24 32 0
SE11.ato,4007,SLASH004,0 0 0 0 1459 24 32 0
SE11.ato,4051,SLASH034,0 0 0 0 1487 24 32 0
SE11.ato,4095,SLASH004,0 0 0 0 1488 24 32 0
SE11.ato,4139,BURN01,0 0 0 0 1492 24 32 0
SE11.ato,4183,SLASH035,0 0 0 0 1512 24 32 0
SE11.ato,4227,SLASH001,0 0 0 0 1515 24 32 0
SE11.ato,4271,SLASH007,0 0 0 0 1547 24 32 0
SE11.ato,4315,SLASH001,0 0 0 0 1560 24 32 0
SE11.ato,4359,BURN01,0 0 0 0 1584 24 32 0
SE11.ato,4403,SLASH035,0 0 0 0 1617 24 32 0
SE11.ato,4447,FX22,0 0 0 0 1641 24 32 0
SE11.ato,4452,035,0 0 0
SE11.ato,4491,BURN01,0 0 0 0 1642 24 32 0
SE11.ato,4535,SLASH007,0 0 0 0 1668 24 32 0
SE11.ato,4579,BURN01,0 0 0 0 1680 24 32 0
SE11.ato,4623,SLASH007,0 0 0 0 1723 24 32 0
SE11.ato,4667,SLASH035,0 0 0 0 1728 24 32 0
SE11.ato,4711,STEP02,0 0 0 0 1735 24 32 0
SE11.ato,4755,SLASH032,0 0 0 0 1736 24 32 0
SE11.ato,4799,SLASH007,0 0 0 0 1765 24 32 0
SE11.ato,4843,SLASH007,0 0 0 0 1781 24 32 0
SE11.ato,4887,SLASH004,0 0 0 0 1791 24 32 0
SE11.ato,5259,SM005009,2129 54 4 0 2209 25 4 0
SE11.ato,5275,SM005086,2209 25 4 0 2
SE11.ato,5703,SM005087,0 1200 21 16 0 0 0 0
SE11.ato,5955,SM001000,0 372 21 16 0 0 0 0
SE11.ato,5971,SM001086,0 0 0 0 2
SE11.ato,6311,SM001087,0 1024 21 16 0 0 0 0
SE11.ato,6651,SM001089,0 435 21 16 0 0 0 0
SE11.ato,6667,SM001089,0 0 0 0 1
SE11.ato,7103,SE08WELL,0 0 0 0 0 0 0 0
SE11.ato,7119,SE08WELL,0 0 0 0 1
SE11.ato,7387,SM005089,0 0 0 0 0 0 0 0
SE11.ato,7403,SM005089,0 0 0 0 1
SE11.ato,7431,mZl,1 2510 52 0
SE11.ato,8127,SM002089,0 0 0 0 0 0 0
SE11.ato,8143,SM002089,0 0 0 0 1
SE11.ato,8967,camera,0 0 0 0 0 1 0 0
SE11.ato,8983,CAM089,0 1 0 0 1
SE11.ato,9211,vQqA,0 0 0 0 0 0 22 48
SE11.ato,9877,QArr,0 0 0
SE11.ato,9882,A8tQ,0 0 5632
SE11.ato,10242,AxPp,0 0 5632
SE11.ato,10361,ABd,0 0
SE15.ato,22,lBd,10 7 0 23 0
SE15.ato,56,110,0 0 0 0 4 23 24
SE15.ato,176,LOCATE,50 0 0 0 50 0
SE15.ato,249,111,0 0 0 5 23 24
SE15.ato,381,STEP03,0 30 0 24 32 0
SE15.ato,409,LOCATE,0 0 0 0 0 0
SE15.ato,574,SM002110,0 0 0 27 12 0 0 0
SE15.ato,743,SM005110,0 0 0 27 12 0 0 0
SE15.ato,912,SB001105,0 0 0 27 12 0 0 0
SE15.ato,1081,SB001105,0 0 0 27 12 0 0 0
SE15.ato,1250,SM002110,0 1 0 27 12 0 0 0
SE15.ato,1419,SM005110,0 1 0 27 12 0 0 0
SE15.ato,1588,SM005110,0 1 0 27 12 0 0 0
SE15.ato,1757,SM002110,0 1 0 27 12 0 0 0
SE15.ato,1830,play,0 0 0 0 0 0 0 4
SE15.ato,1846,110,0 0 0 4 2
SE15.ato,1990,SM002110,0 65 0 0 0 28 16 9
SE15.ato,2018,SM005110,9 0 28 16 8
SE15.ato,2182,111,50 0 0 0 50 0
SE15.ato,2290,SB001111,0 25 4 1 0 28 16 5
SE15.ato,2318,SM005111,5 0 28 16 7
SE15.ato,2346,SM002111,7 0 28 16 6
SE15.ato,2466,FX10A.WAV,0 30 0 10 24 32 0
SE15.ato,2510,VOCALF05,0 0 0 0 13 24 32 0
SE15.ato,2554,FALL02,0 0 0 0 27 24 32 0
SE15.ato,2646,SLASH004,2898 25 4 0 3388 24 32 0
SE15.ato,2706,STEP03,3389 25 4 1 3391 24 32 0
SE15.ato,2766,STEP04,3431 25 4 0 3431 24 32 0
SE15.ato,2794,SM005110,0 0 0 0 0 0
SE15.ato,2810,SM005111,0 0 0 0 2
SE15.ato,3326,SM005110,0 0 0 0 0 0 0 0
SE15.ato,4610,SM002110,0 0 0 0 0 0 0
SE15.ato,4626,SM002111,0 0 0 0 2
SE15.ato,5058,SM002110,0 0 0 0 0 0 0
SE15.ato,5430,83-B,260 22 48 0 0 0 0 0
SE15.ato,6726,SB001105,0 0 0 0 0 0 0
SE15.ato,6742,SB001111,0 0 0 0 1
SE16.ato,148,SM002090,0 0 0 27 12 0 0 0
SE16.ato,373,SB001113,0 0 0 0 0 0 0 0
SE16.ato,414,FfP,0 0 0 7 0 23 0
SE16.ato,446,135,0 0 0 4 23 24
SE16.ato,566,LOCATE,30 30 0 0 30 0
SE16.ato,823,SM002099,50 0 0 0 10 0
SE16.ato,992,SB007135,0 0 0 27 12 0 0 0
SE16.ato,1054,0dC,0 0 0
SE16.ato,1096,CxY,4096 1792 0 0 0 5632
SE16.ato,1201,SB012135,1 0 0 0 0 0 0 0
SE16.ato,1278,137,0 0 0 3 23 24
SE16.ato,1346,LOCATE,41 24 0 66 0 0
SE16.ato,1551,SM002137,0 0 0 0 0 0 0 0
SE16.ato,1655,CjU,4096 2048 0 0 0 5632
SE16.ato,1760,SB007137,0 0 0 0 0 0 0 0
SE16.ato,1837,113,0 0 0 4 23 24
SE16.ato,1957,LOCATE,71 0 0 0 10 0
SE16.ato,2122,SM002090,0 0 0 27 12 0 0 0
SE16.ato,2315,SM005077,0 0 0 27 12 0 0 0
SE16.ato,2524,SB001113,0 0 0 0 0 0 0 0
SE16.ato,2593,SM002137,0 0 0 0
SE16.ato,2662,play,0 0 0 0 0 0 0 9
SE16.ato,2678,113,0 0 0 9 3
SE16.ato,2770,SM002113,0 0 0 11 0 28 16 10
SE16.ato,2798,SM005113,10 0 28 16 11
SE16.ato,2826,SB001113,11 0 28 16 12
SE16.ato,3066,135,71 0 0 0 10 0
SE16.ato,3174,SB012135,0 25 4 0 0 28 16 5
SE16.ato,3202,SM002135,5 0 28 16 3
SE16.ato,3230,SB007135,3 0 28 16 4
SE16.ato,3586,137,66 0 0 3342 25 4 0
SE16.ato,3678,SM002137,0 0 0 11 0 28 16 7
SE16.ato,3706,SB007137,7 0 28 16 8
SE16.ato,3922,SM005077,1030 25 4 0 2290 25 4 0
SE16.ato,3938,SM005113,2290 25 4 0 1
SE16.ato,5546,SB001113,0 0 0 0 0 0 0
SE16.ato,5562,SB001113,0 0 0 0 1
SE16.ato,6578,SM002090,0 0 0 0 0 0 0 0
SE16.ato,6594,SM002113,0 0 0 0 1
SE16.ato,6886,wnF,16 3 0 0 0 355 22 48
SE16.ato,6974,wnF,16 0 0 0 0 365 22 48
SE16.ato,7062,wnF,16 9 0 0 0 368 22 48
SE16.ato,7150,wnF,16 9 0 0 0 369 22 48
SE16.ato,7238,wnF,16 0 0 0 0 449 22 48
SE16.ato,7326,wnF,16 9 0 0 0 479 22 48
SE16.ato,7414,wnF,16 0 0 0 0 616 22 48
SE16.ato,7502,wnF,16 9 0 0 0 793 22 48
SE16.ato,7590,wnF,16 0 0 0 0 1101 22 48
SE16.ato,7678,wnF,16 3 0 0 0 1143 22 48
SE16.ato,7766,wnF,16 3 0 0 0 1153 22 48
SE16.ato,7902,SM002099,0 0 0 0 0 0 0
SE16.ato,7918,SM002135,0 0 0 0 1
SE16.ato,10676,aCh,0 0 0
SE16.ato,10764,aCh,0 0 0
SE16.ato,10898,SB007135,0 0 0 0 0 0 0
SE16.ato,10914,SB007135,0 0 0 0 1
SE16.ato,11207,tbC,0 0 0
SE16.ato,11295,tbC,0 0 0 0
SE16.ato,11383,tbC,0 0 0
SE16.ato,11471,tbC,0 0 0 0
SE16.ato,11559,tbC,0 0 0
SE16.ato,11647,tbC,0 0 0 0
SE16.ato,11735,tbC,0 0 0
SE16.ato,11823,tbC,0 0 0 0
SE16.ato,11911,tbC,0 0 0
SE16.ato,11999,tbC,0 0 0
SE16.ato,12087,tbC,0 0 0 0
SE16.ato,12175,tbC,0 0 0 0
SE16.ato,12263,tbC,0 0 0
SE16.ato,12351,tbC,0 0 0
SE16.ato,12439,tbC,0 0 0 0
SE16.ato,12527,tbC,0 0 0 0
SE16.ato,12574,SB012135,0 0 0 0 0 0 0
SE16.ato,12590,SB012135,0 0 0 0 1
SE16.ato,13005,CxY,0 0 0 0 5632
SE16.ato,13091,11C,0 0 0
SE16.ato,13195,tICx,0 0 0 0
SE16.ato,13256,iCx,0 0 0 0
SE16.ato,13934,SM002137,0 0 0 0 0 0 0 0
SE16.ato,13950,SM002137,0 0 0 0 1
SE16.ato,15642,SB007137,0 0 0 0 0 0 0
SE16.ato,15658,SB007137,0 0 0 0 1
SE16.ato,16499,prB,0 0 0 0 0
SE16.ato,16587,prB,0
SE16.ato,16805,CjU,0 0 0 0 5632
SE17.ato,56,133,0 4 23 24
SE17.ato,136,STEP03,0 67 0 0 24 32 0
SE17.ato,164,LOCATE,0 0 0 0 0 0
SE17.ato,237,351,0 0 0 3 23 24
SE17.ato,305,LOCATE,41 24 0 0 0 66 0 0
SE17.ato,470,SM005071,0 0 0 27 12 0 0 0
SE17.ato,659,SM003326,0 0 0 27 12 0 0 0
SE17.ato,828,SM002133,0 0 0 27 12 0 0 0
SE17.ato,997,SM005133,0 0 0 27 12 0 0 0
SE17.ato,1166,SB007133,0 0 0 27 12 0 0 0
SE17.ato,1243,131,0 0 0 4 23 24
SE17.ato,1363,LOCATE,40 260 1 0 40 0
SE17.ato,1528,SM002133,0 0 0 27 12 0 0 0
SE17.ato,1697,SM005071,0 0 0 27 12 0 0 0
SE17.ato,1770,play,0 0 0 0 0 0 0 6
SE17.ato,1786,133,0 0 0 6 3
SE17.ato,1930,SM002133,0 67 0 0 0 28 16 4
SE17.ato,1958,SM005133,4 0 28 16 5
SE17.ato,1986,SB007133,5 0 28 16 6
SE17.ato,2154,SLASH004,500 25 4 0 500 24 32 0
SE17.ato,2198,SLASH001,0 0 0 0 525 24 32 0
SE17.ato,2242,SLASH007,0 0 0 0 552 24 32 0
SE17.ato,2286,STEP03,0 0 0 0 556 24 32 0
SE17.ato,2330,SLASH004,0 0 0 0 592 24 32 0
SE17.ato,2374,SLASH007,0 0 0 0 612 24 32 0
SE17.ato,2418,NOISE01,0 0 0 0 623 24 32 0
SE17.ato,2462,SLASH032,0 0 0 0 663 24 32 0
SE17.ato,2506,STEP03,0 0 0 0 671 24 32 0
SE17.ato,2598,351,782 25 4 1 830 25 4 0
SE17.ato,2742,SM005351,0 66 0 0 0 28 16 2
SE17.ato,2770,SM003351,2 0 28 16 3
SE17.ato,2798,131,3 130 25 4 0
SE17.ato,2906,SM002131,0 25 4 0 0 28 16 8
SE17.ato,2934,SM005131,8 0 28 16 9
SE17.ato,3138,SM005071,0 67 0 0 540 25 4 0
SE17.ato,3154,SM005351,540 25 4 0 2
SE17.ato,3670,SM005131,0 0 0 0 0 0 0 0
SE17.ato,4070,tfLB,501 22 48 0 0
SE17.ato,4158,tfLB,540 22 48 0 0
SE17.ato,4246,tfLB,716 22 48 0 0
SE17.ato,4334,tfLB,889 22 48 0 0
SE17.ato,4422,tfLB,1150 22 48 0 0
SE17.ato,4510,tfLB,1238 22 48 0 0
SE17.ato,4598,tfLB,1521 22 48 0 0
SE17.ato,4686,tfLB,1651 22 48 0 0
SE17.ato,4774,tfLB,1757 22 48 0 0
SE17.ato,4862,tfLB,1817 22 48 0 0
SE17.ato,4950,tfLB,1934 22 48 0 0
SE17.ato,5038,tfLB,2397 22 48 0 0
SE17.ato,5126,tfLB,3052 22 48 0 0
SE17.ato,5214,tfLB,3381 22 48 0 0
SE17.ato,5302,tfLB,3560 22 48 0 0
SE17.ato,5390,tfLB,3590 22 48 0 0
SE17.ato,5478,tfLB,3900 22 48 0 0
SE17.ato,5506,SM003326,0 0 0 0 0 0 0
SE17.ato,5522,SM003351,0 0 0 0 1
SE17.ato,6038,SM002133,0 0 0 0 0 0 0 0
SE17.ato,6054,SM002133,0 0 0 0 2
SE17.ato,6454,83KA,500 22 48 0 0
SE17.ato,6542,83KA,916 22 48 0 0
SE17.ato,6630,83KA,924 22 48 0
SE17.ato,6718,83KA,1083 22 48 0
SE17.ato,6806,83KA,1129 22 48 0
SE17.ato,6894,83KA,1244 22 48 0
SE17.ato,6982,83KA,1460 22 48 0
SE17.ato,7070,83KA,1761 22 48 0
SE17.ato,7158,83KA,1959 22 48 0
SE17.ato,7246,83KA,2181 22 48 0
SE17.ato,7334,83KA,2182 22 48 0
SE17.ato,7538,SM002131,0 0 0 0 0 0 0
SE17.ato,9374,SM005133,0 0 0 0 0 0 0
SE17.ato,9390,SM005133,0 0 0 0 1
SE17.ato,9967,58C,0 0 0 0 0
SE17.ato,10055,58C,0 0
SE17.ato,10434,SB007133,0 0 0 0 0 0 0
SE17.ato,10450,SB007133,0 0 0 0 1
SE18.ato,56,132,0 0 4 23 24
SE18.ato,176,LOCATE,762 0 0 0 10 0
SE18.ato,249,134,0 0 0 4 23 24
SE18.ato,329,FALL02,0 0 65 0 0 24 32 0
SE18.ato,357,LOCATE,0 0 0 0 0 0
SE18.ato,430,352,0 0 0 3 23 24
SE18.ato,498,LOCATE,41 24 0 0 0 65 0 0
SE18.ato,571,353,0 0 0 5 23 24
SE18.ato,667,STEP06,0 49 8 0 0 24 32 0
SE18.ato,695,LOCATE,0 0 0 0 0 0
SE18.ato,860,SM002101,0 0 0 27 12 0 0 0
SE18.ato,1029,SM005071,0 0 0 27 12 0 0 0
SE18.ato,1198,SM005071,0 0 0 27 12 0 0 0
SE18.ato,1407,SM005353,1 0 0 0 0 0 0 0
SE18.ato,1628,VOCAL24.WAV,0 0 0 0 0 24 32 0
SE18.ato,1656,SB033353,0 0 0 0 0
SE18.ato,1877,PUNCH05,0 0 0 0 0 24 32 0
SE18.ato,1886,010,0 0 0
SE18.ato,1905,SB034353,0 0 0 0 0
SE18.ato,2082,wp_05,0 27 12 0 0 0 48 32
